60,4000,3000,0,3,5.13,8.13,0.0,0.0,0.470625888171158,0.8823328586101215
61,4000,4500,0,3,5.6,3.64,0.0,0.0,0.20356715990477797,0.9790609845195051
62,3000,3000,0,3,3.83,8.53,0.0,0.0,0.3475903652357843,0.9376464888193493
63,500,4000,0,3,9.94,5.38,0.0,0.0,0.3801884151231614,0.9249090598573131
64,0,1000,0,3,7.68,5.91,0.0,0.0,0.30981647122760286,0.9507963789140532
65,3500,500,0,3,5.9,5.45,0.0,0.0,0.059964006479444595,0.9982005399352042
66,2500,2500,0,3,4.61,4.0,0.0,0.0,0.3894183423086505,0.9210609940028851
67,4000,3500,0,3,9.79,0.21,0.0,0.0,0.45733844717895544,0.8892927216231682
68,500,1000,0,3,6.92,3.28,0.0,0.0,0.361615431964962,0.9323273456060345
69,5000,2500,0,3,5.07,9.86,0.0,0.0,0.384808188808245,0.9229965643631173
70,1500,500,0,3,7.35,5.22,0.0,0.0,0.45733844717895544,0.8892927216231682
71,3500,5000,0,3,9.66,2.66,0.0,0.0,0.3050586364434435,0.9523335698857134
72,5000,1500,0,3,3.78,8.34,0.0,0.0,0.42141040136664804,0.9068700422993367
73,2000,500,0,3,4.83,2.39,0.0,0.0,0.3894183423086505,0.9210609940028851
74,2500,4500,0,3,5.85,4.77,0.0,0.0,0.4528862853790683,0.891568288195329
75,3500,2500,0,3,1.92,0.28,0.0,0.0,0.479425538604203,0.8775825618903728
76,4500,1000,0,3,0.16,2.02,0.0,0.0,0.479425538604203,0.8775825618903728
77,4500,2000,0,3,3.61,5.14,0.0,0.0,0.35227423327508994,0.9358968236779348
78,5000,5000,0,3,4.95,2.85,0.0,0.0,0.04997916927067833,0.9987502603949663
79,0,1500,0,3,8.15,8.0,0.0,0.0,0.19376653496242194,0.9810476695495772
80,1000,3500,0,3,4.06,9.75,0.0,0.0,0.26673143668883115,0.9637708963658905
81,3000,3500,0,3,3.19,3.73,0.0,0.0,0.29073985012364273,0.9568021423210139
82,0,3500,0,3,0.47,1.96,0.0,0.0,0.059964006479444595,0.9982005399352042
83,5000,4500,0,3,0.46,9.0,0.0,0.0,0.01499943750632809,0.9998875021093592
84,1000,4500,0,3,2.17,3.48,0.0,0.0,0.3986093279844229,0.9171208228166051
85,5000,3500,0,3,2.43,7.54,0.0,0.0,0.30981647122760286,0.9507963789140532
86,0,2000,0,3,9.2,2.65,0.0,0.0,0.20356715990477797,0.9790609845195051
87,5000,1500,0,3,2.19,6.79,0.0,0.0,0.29073985012364273,0.9568021423210139
88,3500,4500,0,3,5.81,1.14,0.0,0.0,0.0,1.0
89,5000,2500,0,3,1.16,0.77,0.0,0.0,0.4750316512709508,0.8799687098362042
90,1500,4500,0,3,7.72,6.63,0.0,0.0,0.44842280144563446,0.8938215656067205
91,5000,3000,0,3,4.86,8.77,0.0,0.0,0.281157451295294,0.9596616526574011
92,3000,0,0,3,9.14,3.27,0.0,0.0,0.470625888171158,0.8823328586101215
93,500,0,0,3,9.41,4.89,0.0,0.0,0.4528862853790683,0.891568288195329
94,1500,3000,0,3,5.74,6.17,0.0,0.0,0.479425538604203,0.8775825618903728
95,3000,1000,0,3,9.37,0.29,0.0,0.0,0.24740395925452294,0.9689124217106447
96,2500,3000,0,3,7.26,4.3,0.0,0.0,0.41232078174342474,0.9110387329540337
97,2000,4000,0,3,7.42,0.0,0.0,0.0,0.21822962308086932,0.9758974493306055
98,4000,0,0,3,8.19,6.49,0.0,0.0,0.3801884151231614,0.9249090598573131
99,5000,1500,0,3,3.26,1.89,0.0,0.0,0.1444924297105264,0.9895059058723947
